institution_name,longitude,latitude,fips_state_code,total_enrollment,full-time_enrollment,part-time_enrollment,control,level
The College of Health Care Professions-Austin,-97.699064,30.322978000000006,Texas,435.0,435.0,0.0,Private for-profit,2-year
The College of Health Care Professions-Fort Worth,-97.311645,32.816901,Texas,509.0,509.0,0.0,Private for-profit,2-year
The College of Health Care Professions-McAllen Campus,-98.234872,26.239856,Texas,432.0,432.0,0.0,Private for-profit,2-year
The College of Health Care Professions-Northwest,-95.454298,29.799602,Texas,1552.0,1552.0,0.0,Private for-profit,4-year or above
The College of Health Care Professions-San Antonio,-98.576627,29.488876,Texas,321.0,321.0,0.0,Private for-profit,2-year
The College of Health Care Professions-South San Antonio,-98.524797,29.356217,Texas,143.0,143.0,0.0,Private for-profit,2-year
The College of Health Care Professions-Southwest Houston,-95.517146,29.701897,Texas,600.0,600.0,0.0,Private for-profit,2-year
The College of Idaho,-116.677992,43.652284,Idaho,964.0,928.0,36.0,Private not-for-profit,4-year or above
The College of New Jersey,-74.778791,40.268651,New Jersey,7686.0,6993.0,693.0,Public,4-year or above
The College of New Rochelle,-73.781104,40.899427,New York,2853.0,2087.0,766.0,Private not-for-profit,4-year or above
The College of Saint Rose,-73.786661,42.664297,New York,3983.0,2831.0,1152.0,Private not-for-profit,4-year or above
The College of Saint Scholastica,-92.106134,46.816082,Minnesota,4043.0,3126.0,917.0,Private not-for-profit,4-year or above
The College of Westchester,-73.78440400000002,41.033687,New York,889.0,717.0,172.0,Private for-profit,4-year or above
The College of Wooster,-81.934674,40.81046,Ohio,2004.0,1996.0,8.0,Private not-for-profit,4-year or above
The Creative Center,-96.082837,41.290922,Nebraska,39.0,38.0,1.0,Private for-profit,4-year or above
The Evergreen State College,-122.977492,47.07382,Washington,3327.0,2973.0,354.0,Public,4-year or above
The Juilliard School,-73.982913,40.773725,New York,942.0,829.0,113.0,Private not-for-profit,4-year or above
The King's College,-74.012342,40.706677,New York,554.0,535.0,19.0,Private not-for-profit,4-year or above
The King's University,-97.121526,32.93973,Texas,660.0,338.0,322.0,Private not-for-profit,4-year or above
The Landing School,-70.503619,43.380492,Maine,61.0,61.0,0.0,Private not-for-profit,2-year
The Master's University and Seminary,-118.518193,34.381755,California,2057.0,1103.0,954.0,Private not-for-profit,4-year or above
The New England Conservatory of Music,-71.08629,42.340946,Massachusetts,838.0,785.0,53.0,Private not-for-profit,4-year or above
The New School,-73.997114,40.735508,New York,10544.0,9240.0,1304.0,Private not-for-profit,4-year or above
The North Coast College,-81.769767,41.484253,Ohio,109.0,69.0,40.0,Private for-profit,4-year or above
The Restaurant School at Walnut Hill College,-75.20749,39.955098,Pennsylvania,335.0,335.0,0.0,Private for-profit,4-year or above
The Sage Colleges,-73.693711,42.72822,New York,2633.0,1787.0,846.0,Private not-for-profit,4-year or above
The University of Alabama,-87.545978,33.211875,Alabama,38390.0,33038.0,5352.0,Public,4-year or above
The University of Findlay,-83.652313,41.053344,Ohio,4870.0,3092.0,1778.0,Private not-for-profit,4-year or above
The University of Montana,-113.982912,46.859312,Montana,10962.0,7968.0,2994.0,Public,4-year or above
The University of Montana-Western,-112.63926399999998,45.208306,Montana,1508.0,1177.0,331.0,Public,4-year or above
The University of Tampa,-82.46483,27.948455,Florida,9333.0,8470.0,863.0,Private not-for-profit,4-year or above
The University of Tennessee Health Science Center,-90.033138,35.140231,Tennessee,3280.0,3066.0,214.0,Public,4-year or above
The University of Tennessee-Chattanooga,-85.300247,35.047519,Tennessee,11638.0,9802.0,1836.0,Public,4-year or above
The University of Tennessee-Knoxville,-83.925852,35.952082,Tennessee,28894.0,25257.0,3637.0,Public,4-year or above
The University of Tennessee-Martin,-88.864211,36.340338,Tennessee,7048.0,4806.0,2242.0,Public,4-year or above
The University of Texas at Arlington,-97.11296,32.729718,Texas,47899.0,23870.0,24029.0,Public,4-year or above
The University of Texas at Austin,-97.738273,30.282825,Texas,51832.0,48542.0,3290.0,Public,4-year or above
The University of Texas at Dallas,-96.749702,32.984673,Texas,28755.0,22708.0,6047.0,Public,4-year or above
The University of Texas at El Paso,-106.504098,31.77015,Texas,25151.0,15431.0,9720.0,Public,4-year or above
The University of Texas at San Antonio,-98.620657,29.583709,Texas,32264.0,24415.0,7849.0,Public,4-year or above
The University of Texas at Tyler,-95.254337,32.315772,Texas,10206.0,5486.0,4720.0,Public,4-year or above
The University of Texas Health Science Center at Houston,-95.403183,29.702873,Texas,5335.0,3366.0,1969.0,Public,4-year or above
The University of Texas Health Science Center at San Antonio,-98.575655,29.508107,Texas,3292.0,2821.0,471.0,Public,4-year or above
The University of Texas MD Anderson Cancer Center,-95.396804,29.707016,Texas,376.0,301.0,75.0,Public,4-year or above
The University of Texas Medical Branch,-94.775956,29.310758,Texas,3343.0,2376.0,967.0,Public,4-year or above
The University of Texas of the Permian Basin,-102.329634,31.889509000000004,Texas,5834.0,2148.0,3686.0,Public,4-year or above
The University of Texas Rio Grande Valley,-98.173567,26.306759000000003,Texas,28644.0,20372.0,8272.0,Public,4-year or above
The University of the Arts,-75.165888,39.946017,Pennsylvania,1914.0,1865.0,49.0,Private not-for-profit,4-year or above
The University of the South,-85.920179,35.204719,Tennessee,1785.0,1744.0,41.0,Private not-for-profit,4-year or above
The University of Virginia's College at Wise,-82.559656,36.970602,Virginia,2065.0,1153.0,912.0,Public,4-year or above
The University of West Florida,-87.21851099999998,30.549076,Florida,12847.0,7182.0,5665.0,Public,4-year or above
The Workforce Institute's City College,-75.135042,40.017493,Pennsylvania,8.0,8.0,0.0,Private not-for-profit,2-year
Theatre of Arts,-118.327933,34.101218,California,36.0,36.0,0.0,Private for-profit,2-year
Thiel College,-80.384383,41.41354000000001,Pennsylvania,742.0,729.0,13.0,Private not-for-profit,4-year or above
Thomas Aquinas College,-119.087141,34.429009,California,407.0,407.0,0.0,Private not-for-profit,4-year or above
Thomas College,-69.664734,44.524909,Maine,1767.0,833.0,934.0,Private not-for-profit,4-year or above
Thomas Edison State University,-74.768562,40.220487,New Jersey,10934.0,98.0,10836.0,Public,4-year or above
Thomas Jefferson University,-75.158266,39.948274,Pennsylvania,7786.0,5753.0,2033.0,Private not-for-profit,4-year or above
Thomas More College,-84.568923,39.022963,Kentucky,2253.0,1510.0,743.0,Private not-for-profit,4-year or above
Thomas More College of Liberal Arts,-71.48437,42.80683,New Hampshire,90.0,90.0,0.0,Private not-for-profit,4-year or above
Thomas Nelson Community College,-76.420046,37.063821,Virginia,7685.0,2447.0,5238.0,Public,2-year
Thomas University,-83.963587,30.815576,Georgia,1310.0,751.0,559.0,Private not-for-profit,4-year or above
Three Rivers College,-90.429769,36.776571,Missouri,3076.0,1638.0,1438.0,Public,2-year
Three Rivers Community College,-72.103039,41.509945,Connecticut,3997.0,1274.0,2723.0,Public,2-year
Tidewater Community College,-76.289904,36.8501,Virginia,20941.0,7375.0,13566.0,Public,2-year
Tiffin University,-83.184197,41.118316,Ohio,3045.0,1860.0,1185.0,Private not-for-profit,4-year or above
Tillamook Bay Community College,-123.813624,45.456603,Oregon,445.0,138.0,307.0,Public,2-year
Toccoa Falls College,-83.357617,34.593414,Georgia,1656.0,890.0,766.0,Private not-for-profit,4-year or above
Tohono O'Odham Community College,-111.715445,31.989869,Arizona,459.0,141.0,318.0,Public,2-year
Tompkins Cortland Community College,-76.287586,42.502006,New York,2373.0,1605.0,768.0,Public,2-year
Torah Temimah Talmudical Seminary,-73.97210799999998,40.636018,New York,21.0,21.0,0.0,Private not-for-profit,4-year or above
Tougaloo College,-90.16076,32.403014,Mississippi,736.0,702.0,34.0,Private not-for-profit,4-year or above
Touro College,-73.98940400000002,40.753199,New York,11800.0,7485.0,4315.0,Private not-for-profit,4-year or above
Touro University Nevada,-115.024012,36.043189,Nevada,1479.0,1161.0,318.0,Private not-for-profit,4-year or above
Touro University Worldwide,-118.057754,33.808683,California,1672.0,865.0,807.0,Private not-for-profit,4-year or above
Towson University,-76.611164,39.393622,Maryland,22923.0,18385.0,4538.0,Public,4-year or above
Transylvania University,-84.493202,38.05298300000001,Kentucky,987.0,976.0,11.0,Private not-for-profit,4-year or above
Treasure Valley Community College,-116.974487,44.020811,Oregon,1866.0,807.0,1059.0,Public,2-year
Trevecca Nazarene University,-86.754238,36.141324,Tennessee,3927.0,3233.0,694.0,Private not-for-profit,4-year or above
Tri-County Community College,-83.966476,35.067021000000004,North Carolina,963.0,413.0,550.0,Public,2-year
Tri-County Technical College,-82.792015,34.641914,South Carolina,6082.0,3361.0,2721.0,Public,2-year
Tri-State Bible College,-82.579887,38.426238,Ohio,51.0,8.0,43.0,Private not-for-profit,4-year or above
Triangle Tech Inc-Bethlehem,-75.42828100000001,40.65445,Pennsylvania,134.0,134.0,0.0,Private for-profit,2-year
Triangle Tech Inc-Dubois,-78.795923,41.147974,Pennsylvania,111.0,111.0,0.0,Private for-profit,2-year
Triangle Tech Inc-Erie,-80.094042,42.110339,Pennsylvania,15.0,15.0,0.0,Private for-profit,2-year
Triangle Tech Inc-Greensburg,-79.539468,40.303168,Pennsylvania,120.0,120.0,0.0,Private for-profit,2-year
Triangle Tech Inc-Pittsburgh,-80.012781,40.462003,Pennsylvania,149.0,149.0,0.0,Private for-profit,2-year
Triangle Tech Inc-Sunbury,-76.765478,40.855276,Pennsylvania,78.0,78.0,0.0,Private for-profit,2-year
Trident Technical College,-80.031276,32.928767,South Carolina,12148.0,4614.0,7534.0,Public,2-year
Trident University International,-118.032177,33.80595,California,6861.0,4287.0,2574.0,Private for-profit,4-year or above
Trine University,-85.008009,41.632502,Indiana,4320.0,2184.0,2136.0,Private not-for-profit,4-year or above
Trine University-Regional/Non-Traditional Campuses,-85.106453,41.172352,Indiana,652.0,289.0,363.0,Private not-for-profit,4-year or above
Trinidad State Junior College,-104.513451,37.172059,Colorado,1542.0,682.0,860.0,Public,2-year
Trinity Baptist College,-81.79626,30.311171,Florida,354.0,284.0,70.0,Private not-for-profit,4-year or above
Trinity Bible College and Graduate School,-98.517906,46.001037,North Dakota,253.0,192.0,61.0,Private not-for-profit,4-year or above
Trinity Christian College,-87.783973,41.667687,Illinois,1131.0,944.0,187.0,Private not-for-profit,4-year or above
Trinity College,-72.69088199999999,41.747451,Connecticut,2235.0,2116.0,119.0,Private not-for-profit,4-year or above
Trinity College of Florida,-82.678318,28.194732,Florida,205.0,175.0,30.0,Private not-for-profit,4-year or above
Trinity College of Nursing & Health Sciences,-90.568862,41.484924,Illinois,217.0,129.0,88.0,Private not-for-profit,4-year or above
Trinity International University-Florida,-80.41764599999998,25.68307,Florida,223.0,72.0,151.0,Private not-for-profit,4-year or above
Trinity International University-Illinois,-87.880851,42.197945,Illinois,1775.0,925.0,850.0,Private not-for-profit,4-year or above
Trinity School of Health and Allied Sciences,-118.298733,33.858729,California,17.0,2.0,15.0,Private for-profit,4-year or above
Trinity University,-98.48186,29.462682,Texas,2637.0,2548.0,89.0,Private not-for-profit,4-year or above
Trinity Valley Community College,-95.858513,32.196596,Texas,4245.0,2058.0,2187.0,Public,2-year
Trinity Washington University,-77.004261,38.927398,District of Columbia,1782.0,1127.0,655.0,Private not-for-profit,4-year or above
Triton College,-87.84105600000002,41.916082,Illinois,10529.0,3069.0,7460.0,Public,2-year
Trocaire College,-78.812398,42.846693,New York,1349.0,589.0,760.0,Private not-for-profit,4-year or above
Troy University,-85.957094,31.800672,Alabama,16981.0,10305.0,6676.0,Public,4-year or above
Truckee Meadows Community College,-119.796975,39.571402,Nevada,10861.0,2927.0,7934.0,Public,4-year or above
Truett McConnell University,-83.74891099999998,34.596306,Georgia,3001.0,937.0,2064.0,Private not-for-profit,4-year or above
Truman State University,-92.581658,40.188267,Missouri,5853.0,5024.0,829.0,Public,4-year or above
Tufts University,-71.11829300000002,42.40855,Massachusetts,11586.0,10718.0,868.0,Private not-for-profit,4-year or above
Tulane University of Louisiana,-90.122144,29.940069,Louisiana,12646.0,10509.0,2137.0,Private not-for-profit,4-year or above
Tulsa Community College,-95.90825,36.106788,Oklahoma,16475.0,4773.0,11702.0,Public,2-year
Tulsa Welding School-Tulsa,-95.954378,36.14820200000001,Oklahoma,753.0,753.0,0.0,Private for-profit,2-year
Tunxis Community College,-72.87754,41.705498,Connecticut,3902.0,1533.0,2369.0,Public,2-year
Turtle Mountain Community College,-99.750836,48.883758,North Dakota,573.0,479.0,94.0,Private not-for-profit,4-year or above
Tusculum University,-82.760818,36.172435,Tennessee,1735.0,1472.0,263.0,Private not-for-profit,4-year or above
Tuskegee University,-85.708492,32.4309,Alabama,3026.0,2907.0,119.0,Private not-for-profit,4-year or above
Tyler Junior College,-95.284122,32.336009999999995,Texas,10106.0,6026.0,4080.0,Public,4-year or above
Ulster County Community College,-74.128698,41.851218,New York,3554.0,1420.0,2134.0,Public,2-year
Ultimate Medical Academy-Clearwater,-82.78558000000002,27.965294,Florida,18893.0,17865.0,1028.0,Private not-for-profit,2-year
Ultrasound Medical Institute,-80.22825999999998,26.68295,Florida,98.0,98.0,0.0,Private for-profit,2-year
Umpqua Community College,-123.332475,43.289317,Oregon,2703.0,1043.0,1660.0,Public,2-year
Unilatina International College,-80.283123,25.97989,Florida,84.0,84.0,0.0,Private for-profit,4-year or above
Union Bible College,-86.126025,40.038757,Indiana,61.0,37.0,24.0,Private not-for-profit,4-year or above
Union College,-96.651095,40.77477800000001,Nebraska,807.0,759.0,48.0,Private not-for-profit,4-year or above
Union College,-73.928788,42.818097,New York,2197.0,2195.0,2.0,Private not-for-profit,4-year or above
Union College,-83.88847700000002,36.870875,Kentucky,1333.0,1016.0,317.0,Private not-for-profit,4-year or above
Union County College,-74.319138,40.668595,New Jersey,9412.0,4223.0,5189.0,Public,2-year
Union Institute & University,-84.50016600000002,39.126921,Ohio,925.0,461.0,464.0,Private not-for-profit,4-year or above
Union University,-88.858524,35.676896,Tennessee,3247.0,2462.0,785.0,Private not-for-profit,4-year or above
United States Merchant Marine Academy,-73.76300400000002,40.81357,New York,1015.0,996.0,19.0,Public,4-year or above
United States Sports Academy,-87.91163,30.639329,Alabama,546.0,174.0,372.0,Private not-for-profit,4-year or above
United States University,-117.154904,32.7769,California,790.0,302.0,488.0,Private for-profit,4-year or above
United Talmudical Seminary,-73.959113,40.705687,New York,2756.0,2756.0,0.0,Private not-for-profit,4-year or above
United Tribes Technical College,-100.755131,46.767157,North Dakota,429.0,370.0,59.0,Private not-for-profit,4-year or above
Unitek College,-121.961761,37.50904,California,3774.0,3774.0,0.0,Private for-profit,4-year or above
Unity College,-69.33227600000001,44.603165,Maine,814.0,770.0,44.0,Private not-for-profit,4-year or above
Universal Career School,-80.37011700000002,25.767091,Florida,473.0,413.0,60.0,Private for-profit,2-year
Universal College of Healing Arts,-95.961539,41.339162,Nebraska,35.0,34.0,1.0,Private for-profit,2-year
Universal Technical Institute of Arizona Inc,-112.288123,33.453005,Arizona,1869.0,1869.0,0.0,Private for-profit,2-year
Universal Technical Institute of California Inc,-117.576366,34.082782,California,1362.0,1362.0,0.0,Private for-profit,2-year
Universal Technical Institute of Northern California Inc,-121.529503,38.64575,California,1278.0,1278.0,0.0,Private for-profit,2-year
Universal Technical Institute-Dallas Fort Worth,-97.012741,32.93806,Texas,1266.0,1266.0,0.0,Private for-profit,2-year
University at Buffalo,-78.789458,43.000942,New York,31503.0,26475.0,5028.0,Public,4-year or above
University of Advancing Technology,-111.976087,33.377712,Arizona,758.0,758.0,0.0,Private for-profit,4-year or above
University of Akron Main Campus,-81.511679,41.078551,Ohio,18731.0,14245.0,4486.0,Public,4-year or above
University of Akron Wayne College,-81.789979,40.861519,Ohio,1683.0,581.0,1102.0,Public,2-year
University of Alabama at Birmingham,-86.799345,33.505697,Alabama,21923.0,14220.0,7703.0,Public,4-year or above
University of Alabama in Huntsville,-86.640449,34.724557,Alabama,9736.0,7125.0,2611.0,Public,4-year or above
University of Alaska Anchorage,-149.82619,61.190163,Alaska,14644.0,6645.0,7999.0,Public,4-year or above
University of Alaska Fairbanks,-147.823146,64.85755999999999,Alaska,7404.0,3237.0,4167.0,Public,4-year or above
University of Alaska Southeast,-134.63825500000002,58.384846,Alaska,2266.0,705.0,1561.0,Public,4-year or above
University of Antelope Valley,-118.134968,34.683587,California,894.0,887.0,7.0,Private for-profit,4-year or above
University of Arizona,-110.950815,32.232671999999994,Arizona,44097.0,36213.0,7884.0,Public,4-year or above
University of Arizona-South,-110.245117,31.567832,Arizona,429.0,276.0,153.0,Public,4-year or above
University of Arkansas,-94.176981,36.07000900000001,Arkansas,27778.0,22602.0,5176.0,Public,4-year or above
University of Arkansas at Little Rock,-92.339778,34.723254,Arkansas,10515.0,5142.0,5373.0,Public,4-year or above
University of Arkansas at Monticello,-91.811153,33.590909,Arkansas,3111.0,2150.0,961.0,Public,4-year or above
University of Arkansas at Pine Bluff,-92.018683,34.244031,Arkansas,2579.0,2291.0,288.0,Public,4-year or above
University of Arkansas Community College Rich Mountain,-94.219799,34.591449,Arkansas,814.0,331.0,483.0,Public,2-year
University of Arkansas Community College-Batesville,-91.615852,35.79292299999999,Arkansas,1319.0,681.0,638.0,Public,2-year
University of Arkansas Community College-Hope,-93.596762,33.641665,Arkansas,1559.0,685.0,874.0,Public,2-year
University of Arkansas Community College-Morrilton,-92.728507,35.172136,Arkansas,1902.0,1032.0,870.0,Public,2-year
University of Arkansas for Medical Sciences,-92.320046,34.749047999999995,Arkansas,2758.0,2145.0,613.0,Public,4-year or above
University of Arkansas-Fort Smith,-94.373729,35.38418400000001,Arkansas,6557.0,4304.0,2253.0,Public,4-year or above
University of Arkansas-Pulaski Technical College,-92.299184,34.782783,Arkansas,4531.0,2187.0,2344.0,Public,2-year
University of Baltimore,-76.616591,39.305834,Maryland,5041.0,2509.0,2532.0,Public,4-year or above
University of Bridgeport,-73.190166,41.164741,Connecticut,5485.0,3404.0,2081.0,Private not-for-profit,4-year or above
University of California-Berkeley,-122.260463,37.871918,California,42501.0,39393.0,3108.0,Public,4-year or above
University of California-Davis,-121.749567,38.539667,California,38167.0,36919.0,1248.0,Public,4-year or above
University of California-Irvine,-117.841248,33.648434,California,36032.0,35200.0,832.0,Public,4-year or above
University of California-Los Angeles,-118.443901,34.068892,California,44537.0,42895.0,1642.0,Public,4-year or above
University of California-Merced,-120.424944,37.366237,California,8544.0,8472.0,72.0,Public,4-year or above
University of California-Riverside,-117.32741,33.97246,California,23922.0,23302.0,620.0,Public,4-year or above
University of California-San Diego,-117.235866,32.877749,California,37887.0,36590.0,1297.0,Public,4-year or above
University of California-Santa Barbara,-119.846426,34.416297,California,25976.0,25320.0,656.0,Public,4-year or above
University of California-Santa Cruz,-122.058801,36.995584,California,19700.0,19093.0,607.0,Public,4-year or above
University of Central Arkansas,-92.457672,35.077945,Arkansas,11177.0,8642.0,2535.0,Public,4-year or above
University of Central Florida,-81.200889,28.602159000000004,Florida,68475.0,46575.0,21900.0,Public,4-year or above
University of Central Missouri,-93.737428,38.759111,Missouri,11487.0,8009.0,3478.0,Public,4-year or above
University of Central Oklahoma,-97.471508,35.6552,Oklahoma,15393.0,10687.0,4706.0,Public,4-year or above
University of Charleston,-81.616244,38.333367,West Virginia,2623.0,1809.0,814.0,Private not-for-profit,4-year or above
University of Chicago,-87.59953900000002,41.787994,Illinois,17002.0,14966.0,2036.0,Private not-for-profit,4-year or above
University of Cincinnati-Blue Ash College,-84.399956,39.234333,Ohio,4870.0,3200.0,1670.0,Public,4-year or above
University of Cincinnati-Clermont College,-84.19436999999998,39.080645,Ohio,3017.0,1618.0,1399.0,Public,4-year or above
University of Cincinnati-Main Campus,-84.51428,39.131159,Ohio,37886.0,28655.0,9231.0,Public,4-year or above
University of Colorado Boulder,-105.270823,40.008781,Colorado,36681.0,30730.0,5951.0,Public,4-year or above
University of Colorado Colorado Springs,-104.800296,38.892735,Colorado,13123.0,8715.0,4408.0,Public,4-year or above
University of Colorado Denver/Anschutz Medical Campus,-104.837722,39.745149,Colorado,25645.0,13182.0,12463.0,Public,4-year or above
University of Connecticut,-72.249948,41.809098,Connecticut,27412.0,24181.0,3231.0,Public,4-year or above
University of Connecticut-Avery Point,-72.065336,41.316419,Connecticut,571.0,502.0,69.0,Public,4-year or above
University of Connecticut-Hartford Campus,-72.672175,41.762673,Connecticut,1432.0,1300.0,132.0,Public,4-year or above
University of Connecticut-Stamford,-73.54220600000002,41.056081,Connecticut,1977.0,1701.0,276.0,Public,4-year or above
University of Connecticut-Waterbury Campus,-73.039242,41.555617,Connecticut,865.0,769.0,96.0,Public,4-year or above
University of Dallas,-96.919512,32.846221,Texas,2542.0,1715.0,827.0,Private not-for-profit,4-year or above
University of Dayton,-84.176113,39.739547,Ohio,11241.0,10037.0,1204.0,Private not-for-profit,4-year or above
University of Delaware,-75.752822,39.679577,Delaware,24120.0,21698.0,2422.0,Public,4-year or above
University of Denver,-104.963259,39.678005,Colorado,11952.0,8528.0,3424.0,Private not-for-profit,4-year or above
University of Detroit Mercy,-83.139158,42.414222,Michigan,5111.0,4156.0,955.0,Private not-for-profit,4-year or above
University of Dubuque,-90.693428,42.49726,Iowa,2385.0,1905.0,480.0,Private not-for-profit,4-year or above
University of Evansville,-87.531644,37.971549,Indiana,2443.0,2182.0,261.0,Private not-for-profit,4-year or above
University of Florida,-82.347911,29.646290000000004,Florida,52218.0,44135.0,8083.0,Public,4-year or above
University of Florida-Online,-82.339848,29.649413,Florida,3585.0,1519.0,2066.0,Public,4-year or above
University of Fort Lauderdale,-80.204938,26.147098,Florida,83.0,3.0,80.0,Private not-for-profit,4-year or above
University of Georgia,-83.374039,33.956262,Georgia,38652.0,34930.0,3722.0,Public,4-year or above
University of Hartford,-72.715213,41.798591,Connecticut,6770.0,5113.0,1657.0,Private not-for-profit,4-year or above
University of Hawaii at Hilo,-155.080847,19.701189000000007,Hawaii,3406.0,2644.0,762.0,Public,4-year or above
University of Hawaii at Manoa,-157.818979,21.298598,Hawaii,17710.0,13329.0,4381.0,Public,4-year or above
University of Hawaii Maui College,-156.477252,20.88956,Hawaii,3092.0,999.0,2093.0,Public,4-year or above
University of Hawaii-West Oahu,-158.056403,21.35531,Hawaii,3128.0,1711.0,1417.0,Public,4-year or above
University of Holy Cross,-89.99445,29.912003,Louisiana,1255.0,650.0,605.0,Private not-for-profit,4-year or above
University of Houston,-95.343537,29.720393,Texas,46324.0,33608.0,12716.0,Public,4-year or above
University of Houston-Clear Lake,-95.098129,29.582523,Texas,8961.0,4045.0,4916.0,Public,4-year or above
University of Houston-Downtown,-95.359338,29.7661,Texas,14265.0,6332.0,7933.0,Public,4-year or above
University of Houston-Victoria,-96.976334,28.816248,Texas,4336.0,2088.0,2248.0,Public,4-year or above
University of Idaho,-117.014167,46.727406,Idaho,11841.0,8436.0,3405.0,Public,4-year or above
University of Illinois at Chicago,-87.650503,41.871837,Illinois,31683.0,27117.0,4566.0,Public,4-year or above
University of Illinois at Springfield,-89.616796,39.729524,Illinois,4575.0,2369.0,2206.0,Public,4-year or above
University of Illinois at Urbana-Champaign,-88.229114,40.104718,Illinois,49702.0,43313.0,6389.0,Public,4-year or above
University of Indianapolis,-86.133969,39.709571,Indiana,5935.0,4678.0,1257.0,Private not-for-profit,4-year or above
University of Iowa,-91.536425,41.661935,Iowa,31656.0,26432.0,5224.0,Public,4-year or above
University of Jamestown,-98.698416,46.914302,North Dakota,1089.0,1061.0,28.0,Private not-for-profit,4-year or above
University of Kansas,-95.247567,38.958549,Kansas,27690.0,23027.0,4663.0,Public,4-year or above
University of Kentucky,-84.504747,38.038911,Kentucky,29182.0,26158.0,3024.0,Public,4-year or above
University of La Verne,-117.77326200000002,34.100855,California,8064.0,5202.0,2862.0,Private not-for-profit,4-year or above
University of Louisiana at Lafayette,-92.020165,30.212191,Louisiana,17123.0,13484.0,3639.0,Public,4-year or above
University of Louisiana at Monroe,-92.07374,32.527747999999995,Louisiana,9291.0,5969.0,3322.0,Public,4-year or above
University of Louisville,-85.760412,38.216862,Kentucky,21430.0,15936.0,5494.0,Public,4-year or above
University of Lynchburg,-79.181653,37.399774,Virginia,3081.0,2450.0,631.0,Private not-for-profit,4-year or above
University of Maine,-68.669332,44.899257,Maine,11404.0,8929.0,2475.0,Public,4-year or above
University of Maine at Augusta,-69.796396,44.337746,Maine,4128.0,1406.0,2722.0,Public,4-year or above
University of Maine at Farmington,-70.147121,44.666911,Maine,2040.0,1564.0,476.0,Public,4-year or above
University of Maine at Fort Kent,-68.58931899999999,47.250389,Maine,1791.0,581.0,1210.0,Public,4-year or above
University of Maine at Machias,-67.458025,44.708803,Maine,675.0,345.0,330.0,Public,4-year or above
University of Maine at Presque Isle,-68.016343,46.672285,Maine,1553.0,672.0,881.0,Public,4-year or above
University of Management and Technology,-77.072001,38.89743,Virginia,507.0,364.0,143.0,Private for-profit,4-year or above
University of Mary,-100.75274,46.723767,North Dakota,3796.0,2572.0,1224.0,Private not-for-profit,4-year or above
University of Mary Hardin-Baylor,-97.463471,31.066793,Texas,3888.0,3509.0,379.0,Private not-for-profit,4-year or above
University of Mary Washington,-77.476055,38.302492,Virginia,4727.0,3994.0,733.0,Public,4-year or above
University of Maryland Eastern Shore,-75.686852,38.207386,Maryland,3193.0,2730.0,463.0,Public,4-year or above
University of Maryland  Baltimore,-76.623983,39.286864,Maryland,6777.0,5202.0,1575.0,Public,4-year or above
University of Maryland-Baltimore County,-76.711607,39.256686,Maryland,13767.0,10828.0,2939.0,Public,4-year or above
University of Maryland-College Park,-76.944721,38.98817800000001,Maryland,41200.0,36603.0,4597.0,Public,4-year or above
University of Maryland-University College,-76.847584,38.912706,Maryland,60603.0,9704.0,50899.0,Public,4-year or above
University of Massachusetts-Amherst,-72.526728,42.385999,Massachusetts,30593.0,24343.0,6250.0,Public,4-year or above
University of Massachusetts-Boston,-71.036865,42.312881,Massachusetts,16164.0,11268.0,4896.0,Public,4-year or above
University of Massachusetts-Dartmouth,-71.004552,41.62869,Massachusetts,8513.0,6531.0,1982.0,Public,4-year or above
University of Massachusetts-Lowell,-71.326809,42.652864,Massachusetts,18242.0,11913.0,6329.0,Public,4-year or above
University of Memphis,-89.938068,35.118878,Tennessee,21458.0,13980.0,7478.0,Public,4-year or above
University of Miami,-80.278662,25.72126,Florida,17331.0,15904.0,1427.0,Private not-for-profit,4-year or above
University of Michigan-Ann Arbor,-83.742769,42.275921,Michigan,46716.0,44340.0,2376.0,Public,4-year or above
University of Michigan-Dearborn,-83.23141700000002,42.317287,Michigan,9460.0,5740.0,3720.0,Public,4-year or above
University of Michigan-Flint,-83.690276,43.01875,Michigan,7532.0,4208.0,3324.0,Public,4-year or above
University of Minnesota-Crookston,-96.606188,47.802536,Minnesota,2810.0,1206.0,1604.0,Public,4-year or above
University of Minnesota-Duluth,-92.084385,46.817126,Minnesota,11024.0,9453.0,1571.0,Public,4-year or above
University of Minnesota-Morris,-95.901756,45.589829,Minnesota,1552.0,1463.0,89.0,Public,4-year or above
University of Minnesota-Rochester,-92.463471,44.022339,Minnesota,533.0,515.0,18.0,Public,4-year or above
University of Minnesota-Twin Cities,-93.235464,44.972851,Minnesota,50734.0,39763.0,10971.0,Public,4-year or above
University of Mississippi,-89.53743399999998,34.365528999999995,Mississippi,22456.0,19864.0,2592.0,Public,4-year or above
University of Missouri-Columbia,-92.328843,38.94531,Missouri,29843.0,25265.0,4578.0,Public,4-year or above
University of Missouri-Kansas City,-94.582141,39.034179,Missouri,16375.0,9526.0,6849.0,Public,4-year or above
University of Missouri-St Louis,-90.311091,38.710312,Missouri,16441.0,6401.0,10040.0,Public,4-year or above
University of Mobile,-88.128934,30.793247,Alabama,1885.0,1252.0,633.0,Private not-for-profit,4-year or above
University of Montevallo,-86.865099,33.10625,Alabama,2612.0,2202.0,410.0,Public,4-year or above
