institution_name,longitude,latitude,fips_state_code,total_enrollment,full-time_enrollment,part-time_enrollment,control,level
College of Court Reporting Inc,-87.066331,41.467574,Indiana,150.0,59.0,91.0,Private for-profit,2-year
College of DuPage,-88.071635,41.841577,Illinois,24900.0,7857.0,17043.0,Public,2-year
College of Eastern Idaho,-111.985519,43.486041,Idaho,1288.0,479.0,809.0,Public,2-year
College of Lake County,-88.012291,42.354164,Illinois,14193.0,4164.0,10029.0,Public,2-year
College of Marin,-122.549149,37.954897,California,5026.0,1345.0,3681.0,Public,2-year
College of Menominee Nation,-88.625628,44.859044,Wisconsin,237.0,91.0,146.0,Private not-for-profit,4-year or above
College of Mount Saint Vincent,-73.908887,40.913657,New York,1861.0,1606.0,255.0,Private not-for-profit,4-year or above
College of Our Lady of the Elms,-72.60154,42.141781,Massachusetts,1531.0,1112.0,419.0,Private not-for-profit,4-year or above
College of Saint Benedict,-94.319888,45.561792,Minnesota,1782.0,1764.0,18.0,Private not-for-profit,4-year or above
College of Saint Elizabeth,-74.438221,40.78182,New Jersey,1186.0,717.0,469.0,Private not-for-profit,4-year or above
College of Saint Mary,-96.021425,41.240028,Nebraska,1168.0,1037.0,131.0,Private not-for-profit,4-year or above
College of San Mateo,-122.334801,37.535698,California,8924.0,2363.0,6561.0,Public,2-year
College of Southern Idaho,-114.473901,42.579837,Idaho,6906.0,1937.0,4969.0,Public,2-year
College of Southern Maryland,-77.00924499999998,38.55895,Maryland,6882.0,2490.0,4392.0,Public,2-year
College of Southern Nevada,-115.233099,36.15811400000001,Nevada,34169.0,10068.0,24101.0,Public,4-year or above
College of St Joseph,-73.000848,43.600507,Vermont,227.0,151.0,76.0,Private not-for-profit,4-year or above
College of Staten Island CUNY,-74.14849,40.601831,New York,13247.0,9793.0,3454.0,Public,4-year or above
College of the Albemarle,-76.219765,36.324885,North Carolina,2557.0,999.0,1558.0,Public,2-year
College of the Atlantic,-68.221517,44.395258,Maine,337.0,322.0,15.0,Private not-for-profit,4-year or above
College of the Canyons,-118.568698,34.403993,California,20850.0,6075.0,14775.0,Public,2-year
College of the Desert,-116.388271,33.732108000000004,California,11412.0,4577.0,6835.0,Public,2-year
College of the Holy Cross,-71.808214,42.23752,Massachusetts,2939.0,2913.0,26.0,Private not-for-profit,4-year or above
College of the Mainland,-94.999602,29.39581,Texas,4673.0,1116.0,3557.0,Public,2-year
College of the Muscogee Nation,-95.936439,35.635288,Oklahoma,217.0,181.0,36.0,Public,2-year
College of the Ouachitas,-92.821416,34.378745,Arkansas,1257.0,338.0,919.0,Public,2-year
College of the Ozarks,-93.238174,36.616019,Missouri,1565.0,1533.0,32.0,Private not-for-profit,4-year or above
College of the Redwoods,-124.195293,40.698427,California,4572.0,1725.0,2847.0,Public,2-year
College of the Sequoias,-119.315182,36.323877,California,12557.0,5100.0,7457.0,Public,2-year
College of the Siskiyous,-122.38909,41.413005,California,1677.0,777.0,900.0,Public,2-year
College of Western Idaho,-116.507314,43.614106,Idaho,10277.0,2746.0,7531.0,Public,2-year
College of William and Mary,-76.708214,37.269489,Virginia,8817.0,7986.0,831.0,Public,4-year or above
CollegeAmerica-Colorado Springs,-104.758069,38.862312,Colorado,143.0,143.0,0.0,Private not-for-profit,4-year or above
CollegeAmerica-Denver,-104.941168,39.691571,Colorado,123.0,123.0,0.0,Private not-for-profit,2-year
CollegeAmerica-Flagstaff,-111.657673,35.194495,Arizona,62.0,62.0,0.0,Private not-for-profit,4-year or above
CollegeAmerica-Fort Collins,-105.080277,40.523124,Colorado,113.0,113.0,0.0,Private not-for-profit,4-year or above
CollegeAmerica-Phoenix,-112.117971,33.574684999999995,Arizona,488.0,488.0,0.0,Private not-for-profit,4-year or above
Collin County Community College District,-96.63894,33.162409999999994,Texas,33668.0,10662.0,23006.0,Public,2-year
Colorado Academy of Veterinary Technology,-104.790429,38.794277,Colorado,120.0,107.0,13.0,Private for-profit,2-year
Colorado Christian University,-105.09456000000002,39.71388,Colorado,7625.0,2256.0,5369.0,Private not-for-profit,4-year or above
Colorado College,-104.822697,38.84886,Colorado,2144.0,2106.0,38.0,Private not-for-profit,4-year or above
Colorado Mesa University,-108.553275,39.080643,Colorado,9492.0,7108.0,2384.0,Public,4-year or above
Colorado Mountain College,-107.324441,39.54636,Colorado,5688.0,1679.0,4009.0,Public,4-year or above
Colorado Northwestern Community College,-108.790048,40.081112,Colorado,1154.0,484.0,670.0,Public,2-year
Colorado School of Mines,-105.223364,39.751443,Colorado,6325.0,5801.0,524.0,Public,4-year or above
Colorado School of Trades,-105.104174,39.74181,Colorado,135.0,135.0,0.0,Private for-profit,2-year
Colorado State University-Fort Collins,-105.080732,40.574805,Colorado,33478.0,25601.0,7877.0,Public,4-year or above
Colorado State University-Global Campus,-104.898051,39.608848,Colorado,12476.0,2337.0,10139.0,Public,4-year or above
Colorado State University-Pueblo,-104.579033,38.30859,Colorado,6736.0,3526.0,3210.0,Public,4-year or above
Colorado Technical University-Colorado Springs,-104.833928,38.894265,Colorado,26184.0,18214.0,7970.0,Private for-profit,4-year or above
Columbia Basin College,-119.12103,46.25216,Washington,7034.0,3928.0,3106.0,Public,4-year or above
Columbia College,-77.249152,38.928425,Virginia,358.0,353.0,5.0,Private for-profit,2-year
Columbia College,-77.434496,38.838042,Virginia,144.0,141.0,3.0,Private for-profit,2-year
Columbia College,-92.326354,38.957388,Missouri,12080.0,4568.0,7512.0,Private not-for-profit,4-year or above
Columbia College,-120.388385,38.030367,California,2496.0,699.0,1797.0,Public,2-year
Columbia College,-81.029967,34.045581,South Carolina,1276.0,870.0,406.0,Private not-for-profit,4-year or above
Columbia College Chicago,-87.624667,41.874261,Illinois,6825.0,6279.0,546.0,Private not-for-profit,4-year or above
Columbia College Hollywood,-118.538793,34.17972,California,540.0,481.0,59.0,Private not-for-profit,4-year or above
Columbia College of Nursing,-87.918283,43.097318,Wisconsin,122.0,108.0,14.0,Private not-for-profit,4-year or above
Columbia Gorge Community College,-121.190197,45.590724,Oregon,803.0,321.0,482.0,Public,2-year
Columbia International University,-81.07443,34.075509999999994,South Carolina,1048.0,712.0,336.0,Private not-for-profit,4-year or above
Columbia Southern University,-87.653162,30.329288,Alabama,21104.0,14256.0,6848.0,Private for-profit,4-year or above
Columbia State Community College,-87.101917,35.616757,Tennessee,6221.0,3110.0,3111.0,Public,2-year
Columbia University in the City of New York,-73.961885,40.808286,New York,31077.0,26072.0,5005.0,Private not-for-profit,4-year or above
Columbia-Greene Community College,-73.818113,42.217613,New York,1584.0,622.0,962.0,Public,2-year
Columbus College of Art and Design,-82.989479,39.966074,Ohio,1094.0,1069.0,25.0,Private not-for-profit,4-year or above
Columbus State Community College,-82.98765999999998,39.96887,Ohio,27343.0,6825.0,20518.0,Public,2-year
Columbus State University,-84.94106,32.50096,Georgia,8076.0,5152.0,2924.0,Public,4-year or above
Columbus Technical College,-84.978551,32.508076,Georgia,3301.0,1073.0,2228.0,Public,2-year
Commonwealth Institute of Funeral Service,-95.430153,29.989545,Texas,205.0,152.0,53.0,Private not-for-profit,2-year
Commonwealth Technical Institute,-78.947004,40.301691,Pennsylvania,175.0,174.0,1.0,Private not-for-profit,2-year
Community Care College,-95.905178,36.101615,Oklahoma,578.0,578.0,0.0,Private not-for-profit,2-year
Community Christian College,-117.139951,34.082673,California,75.0,24.0,51.0,Private not-for-profit,2-year
Community College of Allegheny County,-80.01845300000002,40.450908,Pennsylvania,16086.0,5354.0,10732.0,Public,2-year
Community College of Aurora,-104.802673,39.71788,Colorado,7981.0,1439.0,6542.0,Public,2-year
Community College of Baltimore County,-76.48210999999998,39.352647,Maryland,18830.0,5081.0,13749.0,Public,2-year
Community College of Beaver County,-80.305876,40.655601,Pennsylvania,2254.0,820.0,1434.0,Public,2-year
Community College of Denver,-105.001044,39.741413,Colorado,7887.0,2342.0,5545.0,Public,4-year or above
Community College of Philadelphia,-75.165604,39.96245800000001,Pennsylvania,16672.0,4917.0,11755.0,Public,2-year
Community College of Rhode Island,-71.481509,41.712817,Rhode Island,14539.0,5756.0,8783.0,Public,2-year
Community College of Vermont,-72.573774,44.280811,Vermont,5378.0,768.0,4610.0,Public,2-year
Compass College of Cinematic Arts,-85.66706500000002,42.961875,Michigan,129.0,113.0,16.0,Private not-for-profit,4-year or above
Compton College,-118.209463,33.878226,California,7046.0,1328.0,5718.0,Public,2-year
Conception Seminary College,-94.682831,40.24044,Missouri,64.0,60.0,4.0,Private not-for-profit,4-year or above
Concord University,-81.00669599999998,37.423723,West Virginia,2040.0,1684.0,356.0,Public,4-year or above
Concorde Career College-Aurora,-104.867089,39.718699,Colorado,778.0,778.0,0.0,Private for-profit,2-year
Concorde Career College-Dallas,-96.741711,32.91856,Texas,701.0,701.0,0.0,Private for-profit,2-year
Concorde Career College-Garden Grove,-117.938395,33.774741,California,609.0,609.0,0.0,Private for-profit,2-year
Concorde Career College-Grand Prairie,-97.05498,32.675369,Texas,835.0,835.0,0.0,Private for-profit,2-year
Concorde Career College-Kansas City,-94.589819,39.06799,Missouri,606.0,606.0,0.0,Private for-profit,4-year or above
Concorde Career College-Memphis,-89.891723,35.112891999999995,Tennessee,1394.0,1394.0,0.0,Private for-profit,2-year
Concorde Career College-North Hollywood,-118.403627,34.186407,California,617.0,617.0,0.0,Private for-profit,2-year
Concorde Career College-Portland,-122.650703,45.528354,Oregon,446.0,446.0,0.0,Private for-profit,2-year
Concorde Career College-San Antonio,-98.582351,29.49003,Texas,676.0,676.0,0.0,Private for-profit,2-year
Concorde Career College-San Bernardino,-117.283995,34.066823,California,737.0,737.0,0.0,Private for-profit,2-year
Concorde Career College-San Diego,-117.102845,32.702814000000004,California,664.0,664.0,0.0,Private for-profit,2-year
Concorde Career College-Southaven,-89.988876,34.976181,Mississippi,345.0,345.0,0.0,Private for-profit,2-year
Concorde Career Institute-Jacksonville,-81.581748,30.23886,Florida,704.0,704.0,0.0,Private for-profit,2-year
Concorde Career Institute-Miramar,-80.291516,25.977088,Florida,559.0,559.0,0.0,Private for-profit,2-year
Concorde Career Institute-Orlando,-81.34042099999998,28.55984,Florida,462.0,462.0,0.0,Private for-profit,2-year
Concorde Career Institute-Tampa,-82.514341,27.959148,Florida,488.0,488.0,0.0,Private for-profit,2-year
Concordia College at Moorhead,-96.76749,46.862482,Minnesota,2129.0,2041.0,88.0,Private not-for-profit,4-year or above
Concordia College-New York,-73.82202,40.943382,New York,1737.0,1490.0,247.0,Private not-for-profit,4-year or above
Concordia University Texas,-97.835703,30.420232,Texas,2568.0,1387.0,1181.0,Private not-for-profit,4-year or above
Concordia University-Ann Arbor,-83.68268,42.273157,Michigan,1197.0,962.0,235.0,Private not-for-profit,4-year or above
Concordia University-Chicago,-87.80948199999997,41.898696,Illinois,6005.0,1713.0,4292.0,Private not-for-profit,4-year or above
Concordia University-Irvine,-117.812305,33.653665000000004,California,4162.0,3381.0,781.0,Private not-for-profit,4-year or above
Concordia University-Nebraska,-97.089054,40.914853,Nebraska,2424.0,1737.0,687.0,Private not-for-profit,4-year or above
Concordia University-Portland,-122.636941,45.570197,Oregon,5342.0,4300.0,1042.0,Private not-for-profit,4-year or above
Concordia University-Saint Paul,-93.154861,44.949759,Minnesota,5054.0,3487.0,1567.0,Private not-for-profit,4-year or above
Concordia University-Wisconsin,-87.91552,43.253387,Wisconsin,6374.0,3722.0,2652.0,Private not-for-profit,4-year or above
Connecticut College,-72.107321,41.37983300000001,Connecticut,1844.0,1798.0,46.0,Private not-for-profit,4-year or above
Connors State College,-95.319541,35.492873,Oklahoma,2090.0,1183.0,907.0,Public,2-year
Contra Costa College,-122.337377,37.969381,California,7193.0,1921.0,5272.0,Public,2-year
Converse College,-81.91788100000002,34.955534,South Carolina,1380.0,939.0,441.0,Private not-for-profit,4-year or above
Cooper Union for the Advancement of Science and Art,-73.991609,40.728148,New York,952.0,899.0,53.0,Private not-for-profit,4-year or above
Copiah-Lincoln Community College,-90.400234,31.69272,Mississippi,3094.0,2087.0,1007.0,Public,2-year
Copper Mountain Community College,-116.213939,34.140464,California,1748.0,585.0,1163.0,Public,2-year
Coppin State University,-76.658687,39.311258,Maryland,2738.0,1886.0,852.0,Public,4-year or above
Corban University,-122.961129,44.882399,Oregon,1183.0,949.0,234.0,Private not-for-profit,4-year or above
Cornell College,-91.423741,41.924554,Iowa,1028.0,1019.0,9.0,Private not-for-profit,4-year or above
Cornell University,-76.48308399999998,42.4472,New York,23600.0,23499.0,101.0,Private not-for-profit,4-year or above
Cornerstone University,-85.59532800000002,42.979966,Michigan,2131.0,1549.0,582.0,Private not-for-profit,4-year or above
Corning Community College,-77.072138,42.116736,New York,3424.0,1663.0,1761.0,Public,2-year
Cornish College of the Arts,-122.336238,47.618174,Washington,625.0,617.0,8.0,Private not-for-profit,4-year or above
Cortiva Institute-Maitland,-81.39717900000002,28.629921000000003,Florida,319.0,319.0,0.0,Private for-profit,2-year
Cortiva Institute-Miami,-80.325685,25.783553,Florida,109.0,109.0,0.0,Private for-profit,2-year
Cortiva Institute-Pompano,-80.150541,26.275351,Florida,150.0,150.0,0.0,Private for-profit,2-year
Cossatot Community College of the University of Arkansas,-94.3673,34.043389000000005,Arkansas,1518.0,470.0,1048.0,Public,2-year
Cosumnes River College,-121.423108,38.45295,California,14193.0,3749.0,10444.0,Public,2-year
Cottey College,-94.371311,37.83612700000001,Missouri,271.0,268.0,3.0,Private not-for-profit,4-year or above
County College of Morris,-74.57987299999998,40.859141,New Jersey,7556.0,3505.0,4051.0,Public,2-year
Covenant College,-85.375066,34.965161,Georgia,1046.0,1008.0,38.0,Private not-for-profit,4-year or above
Cowley County Community College,-97.043075,37.061668,Kansas,2664.0,1449.0,1215.0,Public,2-year
Cox College,-93.290233,37.225116,Missouri,919.0,471.0,448.0,Private not-for-profit,4-year or above
Coyne College,-87.627413,41.882558,Illinois,555.0,555.0,0.0,Private for-profit,2-year
Crafton Hills College,-117.101173,34.039178,California,6552.0,2015.0,4537.0,Public,2-year
Craven Community College,-77.102232,35.111515999999995,North Carolina,3003.0,1038.0,1965.0,Public,2-year
Creighton University,-95.947811,41.265361,Nebraska,8910.0,7119.0,1791.0,Private not-for-profit,4-year or above
Criswell College,-96.77669,32.793513,Texas,236.0,126.0,110.0,Private not-for-profit,4-year or above
Crossroads Bible College,-86.039961,39.779662,Indiana,157.0,23.0,134.0,Private not-for-profit,4-year or above
Crowder College,-94.368315,36.814906,Missouri,4521.0,1943.0,2578.0,Public,2-year
Crowley's Ridge College,-90.584395,36.064845,Arkansas,198.0,174.0,24.0,Private not-for-profit,4-year or above
Crown College,-93.743019,44.885393,Minnesota,1510.0,1043.0,467.0,Private not-for-profit,4-year or above
Cuesta College,-120.742235,35.331276,California,11024.0,3190.0,7834.0,Public,2-year
Culinary Institute Inc,-95.378633,29.823623,Texas,339.0,256.0,83.0,Private for-profit,2-year
Culinary Institute of America,-73.933231,41.745806,New York,2990.0,2990.0,0.0,Private not-for-profit,4-year or above
Culver-Stockton College,-91.529374,40.128993,Missouri,1068.0,965.0,103.0,Private not-for-profit,4-year or above
Cumberland County College,-75.057829,39.440537,New Jersey,2934.0,1431.0,1503.0,Public,2-year
Cumberland University,-86.29878199999997,36.204514,Tennessee,2405.0,1758.0,647.0,Private not-for-profit,4-year or above
CUNY Bernard M Baruch College,-73.983417,40.740238,New York,18029.0,12061.0,5968.0,Public,4-year or above
CUNY Borough of Manhattan Community College,-74.011826,40.71879000000001,New York,26506.0,18076.0,8430.0,Public,2-year
CUNY Bronx Community College,-73.91204300000003,40.858112,New York,10519.0,6685.0,3834.0,Public,2-year
CUNY Brooklyn College,-73.949898,40.631517,New York,18161.0,11737.0,6424.0,Public,4-year or above
CUNY City College,-73.948542,40.81984600000001,New York,16043.0,10988.0,5055.0,Public,4-year or above
CUNY Graduate School and University Center,-73.983822,40.748612,New York,8041.0,3969.0,4072.0,Public,4-year or above
CUNY Hostos Community College,-73.92675899999998,40.81812,New York,7331.0,4138.0,3193.0,Public,2-year
CUNY Hunter College,-73.964795,40.768669,New York,23202.0,14635.0,8567.0,Public,4-year or above
CUNY John Jay College of Criminal Justice,-73.98841,40.770351,New York,15394.0,11128.0,4266.0,Public,4-year or above
CUNY Kingsborough Community College,-73.935812,40.577222,New York,15051.0,8154.0,6897.0,Public,2-year
CUNY LaGuardia Community College,-73.935057,40.7445,New York,19300.0,10671.0,8629.0,Public,2-year
CUNY Lehman College,-73.895379,40.872962,New York,14787.0,8008.0,6779.0,Public,4-year or above
CUNY Medgar Evers College,-73.957076,40.666256,New York,6638.0,4705.0,1933.0,Public,4-year or above
CUNY New York City College of Technology,-73.98785600000002,40.695483,New York,17269.0,10902.0,6367.0,Public,4-year or above
CUNY Queens College,-73.816098,40.735182,New York,19746.0,12631.0,7115.0,Public,4-year or above
CUNY Queensborough Community College,-73.756656,40.755481,New York,15411.0,9232.0,6179.0,Public,2-year
CUNY York College,-73.796313,40.701576,New York,8693.0,5232.0,3461.0,Public,4-year or above
Curry College,-71.116539,42.238061,Massachusetts,2580.0,2045.0,535.0,Private not-for-profit,4-year or above
Curtis Institute of Music,-75.170727,39.948857,Pennsylvania,171.0,171.0,0.0,Private not-for-profit,4-year or above
Cuyahoga Community College District,-81.683533,41.494906,Ohio,23440.0,6980.0,16460.0,Public,2-year
Cuyamaca College,-116.943507,32.744954,California,8824.0,2241.0,6583.0,Public,2-year
Cypress College,-118.025143,33.82833,California,15794.0,5096.0,10698.0,Public,4-year or above
D'Youville College,-78.89086800000003,42.902636,New York,3045.0,2146.0,899.0,Private not-for-profit,4-year or above
Dabney S Lancaster Community College,-79.852536,37.812275,Virginia,981.0,405.0,576.0,Public,2-year
Daemen College,-78.788111,42.965605,New York,2574.0,2062.0,512.0,Private not-for-profit,4-year or above
Dakota College at Bottineau,-100.441103,48.832505,North Dakota,996.0,395.0,601.0,Public,2-year
Dakota County Technical College,-93.07805,44.737255,Minnesota,2523.0,1343.0,1180.0,Public,2-year
Dakota State University,-97.113358,44.013014,South Dakota,3382.0,1517.0,1865.0,Public,4-year or above
Dakota Wesleyan University,-98.031188,43.697432,South Dakota,1024.0,722.0,302.0,Private not-for-profit,4-year or above
Dallas Baptist University,-96.947006,32.710017,Texas,4766.0,3077.0,1689.0,Private not-for-profit,4-year or above
Dallas Christian College,-96.887117,32.913692,Texas,213.0,167.0,46.0,Private not-for-profit,4-year or above
Dallas Institute of Funeral Service,-96.683404,32.771368,Texas,187.0,187.0,0.0,Private not-for-profit,2-year
Dallas Nursing Institute,-96.75721,32.979753,Texas,225.0,142.0,83.0,Private not-for-profit,4-year or above
Dalton State College,-85.002775,34.774221000000004,Georgia,5118.0,3190.0,1928.0,Public,4-year or above
Danville Area Community College,-87.587884,40.127539,Illinois,2620.0,966.0,1654.0,Public,2-year
Danville Community College,-79.408803,36.565286,Virginia,2828.0,987.0,1841.0,Public,2-year
Dartmouth College,-72.289949,43.704115,New Hampshire,6572.0,6436.0,136.0,Private not-for-profit,4-year or above
Davenport University,-85.533519,42.850013,Michigan,6746.0,2731.0,4015.0,Private not-for-profit,4-year or above
Davidson College,-80.843979,35.499767,North Carolina,1843.0,1843.0,0.0,Private not-for-profit,4-year or above
Davidson County Community College,-80.18186800000002,35.865471,North Carolina,3654.0,1446.0,2208.0,Public,2-year
Davis & Elkins College,-79.84602199999998,38.931232,West Virginia,793.0,743.0,50.0,Private not-for-profit,4-year or above
Davis College,-83.62975300000002,41.692513,Ohio,71.0,31.0,40.0,Private for-profit,2-year
Davis College,-75.96251,42.101074,New York,241.0,125.0,116.0,Private not-for-profit,4-year or above
Dawson Community College,-104.725485,47.085396,Montana,413.0,179.0,234.0,Public,2-year
Daytona College,-81.080155,29.270088,Florida,259.0,259.0,0.0,Private for-profit,4-year or above
Daytona State College,-81.049685,29.203275,Florida,13737.0,5366.0,8371.0,Public,4-year or above
De Anza College,-122.045558,37.320788,California,19482.0,9210.0,10272.0,Public,2-year
Dean College,-71.397813,42.08563400000001,Massachusetts,1320.0,1152.0,168.0,Private not-for-profit,4-year or above
Dean Institute of Technology,-80.015343,40.410325,Pennsylvania,146.0,108.0,38.0,Private for-profit,2-year
Defiance College,-84.357075,41.296842,Ohio,545.0,487.0,58.0,Private not-for-profit,4-year or above
Del Mar College,-97.40762,27.763619,Texas,11867.0,2610.0,9257.0,Public,2-year
Delaware College of Art and Design,-75.549882,39.741947,Delaware,118.0,105.0,13.0,Private not-for-profit,2-year
Delaware County Community College,-75.39308,39.966724,Pennsylvania,11314.0,3083.0,8231.0,Public,2-year
Delaware State University,-75.54053,39.187173,Delaware,4586.0,4020.0,566.0,Public,4-year or above
Delaware Technical Community College-Terry,-75.56012,39.198371,Delaware,13895.0,4629.0,9266.0,Public,4-year or above
Delaware Valley University,-75.158452,40.298659,Pennsylvania,2428.0,1916.0,512.0,Private not-for-profit,4-year or above
Delgado Community College,-90.103962,29.985149,Louisiana,14258.0,5733.0,8525.0,Public,2-year
Delta College,-83.985943,43.559491,Michigan,8080.0,2848.0,5232.0,Public,2-year
Delta College of Arts & Technology,-91.113841,30.463619,Louisiana,252.0,252.0,0.0,Private for-profit,2-year
Delta State University,-90.735365,33.744745,Mississippi,3715.0,2260.0,1455.0,Public,4-year or above
Denison University,-82.52327199999998,40.071505,Ohio,2394.0,2365.0,29.0,Private not-for-profit,4-year or above
Denmark Technical College,-81.12362900000002,33.313355,South Carolina,489.0,248.0,241.0,Public,2-year
Denver College of Nursing,-104.994725,39.75303,Colorado,878.0,878.0,0.0,Private for-profit,4-year or above
DePaul University,-87.62724,41.877618,Illinois,22437.0,18185.0,4252.0,Private not-for-profit,4-year or above
DePauw University,-86.860363,39.640904,Indiana,2156.0,2139.0,17.0,Private not-for-profit,4-year or above
Des Moines Area Community College,-93.611597,41.707348,Iowa,23474.0,6430.0,17044.0,Public,2-year
DeSales University,-75.375608,40.539091,Pennsylvania,3438.0,2361.0,1077.0,Private not-for-profit,4-year or above
Design Institute of San Diego,-117.167374,32.880926,California,98.0,59.0,39.0,Private for-profit,4-year or above
DeVry College of New York,-73.983492,40.747747,New York,1471.0,723.0,748.0,Private for-profit,4-year or above
DeVry University-Arizona,-112.104601,33.565758,Arizona,478.0,170.0,308.0,Private for-profit,4-year or above
DeVry University-California,-117.803784,34.062904,California,2499.0,1074.0,1425.0,Private for-profit,4-year or above
DeVry University-Colorado,-105.008901,39.91934000000001,Colorado,171.0,62.0,109.0,Private for-profit,4-year or above
DeVry University-Florida,-80.339842,25.987643,Florida,804.0,319.0,485.0,Private for-profit,4-year or above
DeVry University-Georgia,-84.29731600000002,33.775112,Georgia,1181.0,499.0,682.0,Private for-profit,4-year or above
DeVry University-Illinois,-87.69145999999998,41.94219,Illinois,17364.0,5373.0,11991.0,Private for-profit,4-year or above
DeVry University-Indiana,-87.325889,41.474094,Indiana,62.0,26.0,36.0,Private for-profit,4-year or above
DeVry University-Missouri,-94.575014,38.939506,Missouri,111.0,40.0,71.0,Private for-profit,4-year or above
DeVry University-Nevada,-115.096601,36.020266,Nevada,114.0,53.0,61.0,Private for-profit,4-year or above
DeVry University-New Jersey,-74.43860600000002,40.466026,New Jersey,387.0,193.0,194.0,Private for-profit,4-year or above
DeVry University-North Carolina,-80.93197099999998,35.13766,North Carolina,118.0,30.0,88.0,Private for-profit,4-year or above
DeVry University-Ohio,-82.940506,39.940586,Ohio,772.0,308.0,464.0,Private for-profit,4-year or above
DeVry University-Pennsylvania,-75.18360899999998,40.13521400000001,Pennsylvania,297.0,104.0,193.0,Private for-profit,4-year or above
DeVry University-Tennessee,-86.694511,36.08537000000001,Tennessee,48.0,17.0,31.0,Private for-profit,4-year or above
DeVry University-Texas,-97.012494,32.934524,Texas,642.0,275.0,367.0,Private for-profit,4-year or above
DeVry University-Virginia,-77.050273,38.852326,Virginia,374.0,118.0,256.0,Private for-profit,4-year or above
Diablo Valley College,-122.073142,37.968516,California,20271.0,7440.0,12831.0,Public,2-year
Dickinson College,-77.197854,40.202796,Pennsylvania,2399.0,2361.0,38.0,Private not-for-profit,4-year or above
Dickinson State University,-102.799679,46.882917,North Dakota,1392.0,902.0,490.0,Public,4-year or above
DigiPen Institute of Technology,-122.150603,47.68871,Washington,970.0,903.0,67.0,Private for-profit,4-year or above
Dillard University,-90.06464,29.996587,Louisiana,1309.0,1223.0,86.0,Private not-for-profit,4-year or above
Dine College,-109.21684,36.293328,Arizona,1519.0,842.0,677.0,Public,4-year or above
Divine Word College,-90.934578,42.441721,Iowa,57.0,57.0,0.0,Private not-for-profit,4-year or above
Dixie State University,-113.565903,37.102769,Utah,9950.0,6125.0,3825.0,Public,4-year or above
Doane University-Arts & Sciences,-96.950932,40.62295200000001,Nebraska,1008.0,994.0,14.0,Private not-for-profit,4-year or above
Doane University-Graduate and Professional Studies,-96.650758,40.815541,Nebraska,1609.0,647.0,962.0,Private not-for-profit,4-year or above
Dodge City Community College,-100.037481,37.776891,Kansas,1548.0,841.0,707.0,Public,2-year
Dominican College of Blauvelt,-73.95055500000002,41.047419,New York,1956.0,1502.0,454.0,Private not-for-profit,4-year or above
Dominican University,-87.823003,41.902678,Illinois,2990.0,2315.0,675.0,Private not-for-profit,4-year or above
Dominican University of California,-122.512051,37.981279,California,1779.0,1430.0,349.0,Private not-for-profit,4-year or above
Donnelly College,-94.650677,39.112256,Kansas,364.0,226.0,138.0,Private not-for-profit,4-year or above
Dordt College,-96.166562,43.082527,Iowa,1564.0,1343.0,221.0,Private not-for-profit,4-year or above
Douglas Education Center,-79.88846099999998,40.161519,Pennsylvania,213.0,208.0,5.0,Private for-profit,2-year
Drake University,-93.652163,41.60129000000001,Iowa,4869.0,3760.0,1109.0,Private not-for-profit,4-year or above
Drew University,-74.424584,40.761829,New Jersey,2263.0,1882.0,381.0,Private not-for-profit,4-year or above
Drexel University,-75.190051,39.955217,Pennsylvania,24634.0,18312.0,6322.0,Private not-for-profit,4-year or above
Drury University,-93.286192,37.219681,Missouri,1730.0,1631.0,99.0,Private not-for-profit,4-year or above
Drury University-College of Continuing Professional Studies,-93.286693,37.218523,Missouri,1542.0,822.0,720.0,Private not-for-profit,4-year or above
Duke University,-78.937624,36.001135,North Carolina,16606.0,15700.0,906.0,Private not-for-profit,4-year or above
Dunwoody College of Technology,-93.290608,44.97281,Minnesota,1316.0,1064.0,252.0,Private not-for-profit,4-year or above
Duquesne University,-79.993123,40.43589,Pennsylvania,9274.0,8867.0,407.0,Private not-for-profit,4-year or above
Durham Technical Community College,-78.8817,35.974768,North Carolina,5434.0,1376.0,4058.0,Public,2-year
Dutchess Community College,-73.904652,41.724245,New York,8582.0,3666.0,4916.0,Public,2-year
Dyersburg State Community College,-89.39079100000002,36.04756500000001,Tennessee,2977.0,1204.0,1773.0,Public,2-year
Eagle Gate College-Layton,-111.973885,41.073374,Utah,136.0,82.0,54.0,Private for-profit,4-year or above
Eagle Gate College-Murray,-111.903609,40.649984,Utah,205.0,145.0,60.0,Private for-profit,4-year or above
Eagle Rock College,-118.299476,34.06133,California,43.0,34.0,9.0,Private for-profit,2-year
Earlham College,-84.915037,39.823431,Indiana,1104.0,1074.0,30.0,Private not-for-profit,4-year or above
East Arkansas Community College,-90.767726,35.041655,Arkansas,1151.0,440.0,711.0,Public,2-year
East Carolina University,-77.368291,35.607186,North Carolina,28718.0,22087.0,6631.0,Public,4-year or above
East Central College,-90.97809,38.431845,Missouri,2629.0,1219.0,1410.0,Public,2-year
East Central Community College,-89.11370600000002,32.441164,Mississippi,2603.0,1785.0,818.0,Public,2-year
East Central University,-96.663849,34.771934,Oklahoma,3576.0,2682.0,894.0,Public,4-year or above
East Georgia State College,-82.309021,32.594944,Georgia,2942.0,1999.0,943.0,Public,4-year or above
East Los Angeles College,-118.148785,34.040531,California,35403.0,7810.0,27593.0,Public,2-year
